"speciesid","active","dead","pollinated","maturity","x_loc","y_loc","emergence","interactions","midpoint","scale","skew","midpoint.sensitivity","scale.sensitivity","skew.sensitivity","generalism","lifespan","seedlings","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","season","run"
1,0,0,0,0,0,0,0,8,103.996101845987,0.3973133003572,1.01108295656741,-8.8220039286129,0.000590011082822457,0.0143210026412271,0,25,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-1,14
2,0,0,0,0,0,0,0,6,104.368476527743,0.490501352422871,1.68923001363873,-4.70759957407432,-0.00338638382847421,0.0317936644516885,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,-1,14
3,0,0,0,0,0,0,0,4,91.6937423218042,0.394533135741949,1.84770545363426,-3.29567382786006,-0.00376325696241111,0.00663225837983191,0,36,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,14
4,0,0,0,0,0,0,0,13,144.691052162088,-0.514931106171571,1.74863194348291,-6.82376182442689,0.000245823417790234,-0.00720628102077171,1,33,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,-1,14
5,0,0,0,0,0,0,0,3,137.955290386453,0.590341897937469,1.89645717968233,0.967260539324864,-0.00398796697147191,-0.00577776108635589,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,14
6,0,0,0,0,0,0,0,5,107.549249636941,0.337791358167306,1.04837262467481,-7.11472530473716,0.0064798429608345,0.00740991119295359,0,27,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,14
7,0,0,0,0,0,0,0,4,98.7244217237458,-0.559210601099767,1.55382928112522,-2.92077989541626,0.0046837139420677,0.0316979189030826,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,14
8,0,0,0,0,0,0,0,10,134.117769277655,0.336262915050611,1.94153886428103,1.75937110810083,0.00230662333662622,-0.00803576710401103,1,23,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,-1,14
9,0,0,0,0,0,0,0,6,113.017482021824,-0.321360230189748,1.02678160113283,-3.13094302706861,-0.00268074500840157,-0.00502779393224046,1,31,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,14
10,0,0,0,0,0,0,0,6,135.506675918587,0.347709083394147,1.27411637944169,-2.81122420126697,0.0035718258167617,0.00727171137463301,0,35,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-1,14
11,0,0,0,0,0,0,0,4,102.916402928531,0.594537754543126,1.24729582341388,-6.28637309873321,0.00988975241896696,0.00942906670738012,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,14
12,0,0,0,0,0,0,0,1,145.9856909886,-0.564169583120383,1.31835913611576,-4.90018770401719,-0.00201263553812169,0.00697661731159315,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,14
13,0,0,0,0,0,0,0,2,94.043975151144,0.539848775044084,1.15330807701685,-8.91350494208332,0.00412753262440674,0.0193891226407141,0,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,14
14,0,0,0,0,0,0,0,2,100.171152139083,0.446683130809106,1.01360831316561,-3.77608282382425,-0.00239744453225285,0.000433214344084264,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,14
15,0,0,0,0,0,0,0,11,105.303562176414,-0.344029224291444,1.02176904748194,-5.77230678987683,0.00328240636270493,0.0353416097094305,1,19,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,-1,14
16,0,0,0,0,0,0,0,1,94.6709597110748,-0.414057489065453,1.49271296430379,-4.05428549232933,0.00400654606870376,0.0274241210985929,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,14
17,0,0,0,0,0,0,0,1,144.350498341955,-0.318532198970206,1.0907586356625,-4.80894001807079,0.00749919940833934,-0.00608608273556456,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,14
18,0,0,0,0,0,0,0,1,142.809996586293,-0.57574966319371,1.22764960792847,-3.12425378125562,0.00219750173157081,0.0298761294549331,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,14
19,0,0,0,0,0,0,0,4,121.9138994487,0.585330106434412,1.36872252984904,-1.91482373926247,-0.00294402791070752,0.0393693496333435,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,-1,14
20,0,0,0,0,0,0,0,6,149.849720033817,-0.556031985464506,1.43140417686664,-10.3646297269835,-0.00446701676235534,0.0264944373257458,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-1,14
1,0,0,0,0,50,2,98,8,103.996101845987,0.3973133003572,1.01108295656741,-8.8220039286129,0.000590011082822457,0.0143210026412271,0,25,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,14
2,0,0,0,0,47,17,97,6,104.368476527743,0.490501352422871,1.68923001363873,-4.70759957407432,-0.00338638382847421,0.0317936644516885,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,14
3,0,0,0,0,29,42,91,4,91.6937423218042,0.394533135741949,1.84770545363426,-3.29567382786006,-0.00376325696241111,0.00663225837983191,0,36,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
4,0,0,0,0,10,34,146,13,144.691052162088,-0.514931106171571,1.74863194348291,-6.82376182442689,0.000245823417790234,-0.00720628102077171,1,33,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,14
