"speciesid","active","dead","pollinated","maturity","x_loc","y_loc","emergence","interactions","midpoint","scale","skew","midpoint.sensitivity","scale.sensitivity","skew.sensitivity","generalism","lifespan","seedlings","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","season","run","type"
1,0,0,0,0,0,0,0,9,120.711197596975,-0.50723737408407,1.44227483170107,-2.5545050307862,0.00887462536105886,0.0392883494240232,1,23,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,-1,6,"midscale"
2,0,0,0,0,0,0,0,3,98.2346342084929,0.385267234384082,1.66328579699621,-4.24354487246026,-0.00132680078386329,0.0390162493777461,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-1,6,"midscale"
3,0,0,0,0,0,0,0,16,118.039461448789,0.590736212139018,1.42148445360363,-1.28730085191913,0.00092774644959718,0.0385300187603571,1,27,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,-1,6,"midscale"
4,0,0,0,0,0,0,0,4,104.800934172235,-0.39547382646706,1.28038750798441,1.96023834071703,-0.00270672559039667,-0.00607254287693649,0,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,6,"midscale"
5,0,0,0,0,0,0,0,8,90.8347802935168,0.523301217821427,1.60934178368188,-4.2782885750044,0.00709971390082501,-0.00435220960294828,0,29,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,-1,6,"midscale"
6,0,0,0,0,0,0,0,4,109.41560363397,-0.34326941119507,1.77792074508034,-9.28368322197585,0.00272354927612469,0.00235734707443044,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,-1,6,"midscale"
7,0,0,0,0,0,0,0,17,108.153034457937,-0.49347166037187,1.69983087945729,1.23196306542429,0.0027087210433092,-0.00150788189144805,1,33,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,-1,6,"midscale"
8,0,0,0,0,0,0,0,14,106.678165113553,-0.46194624484051,1.30419740872458,-6.92839778369155,0.0032313160574995,0.0256800126261078,1,25,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,-1,6,"midscale"
9,0,0,0,0,0,0,0,3,124.059495767578,-0.594585395045578,1.75052076089196,-2.40546317174115,0.00345905456342734,0.0116376699856482,0,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,6,"midscale"
10,0,0,0,0,0,0,0,5,135.759777878411,0.364892215817235,1.39421959687024,-7.38045931492664,-0.00160759202903137,0.0110019554477185,0,18,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-1,6,"midscale"
